,Price Range,Cuisine Style,URL_TA,Number of Reviews
8133,,,/Restaurant_Review-g186605-d8472481-Reviews-Mr_Simms-Dublin_County_Dublin.html,8.0
8134,,"['Italian', 'Cafe']",/Restaurant_Review-g190454-d7211116-Reviews-Segafredo_Huetteldorf-Vienna.html,4.0
8135,$$ - $$$,"['Mediterranean', 'Spanish']",/Restaurant_Review-g187514-d4560451-Reviews-Elcano_Manuel_Becerra-Madrid.html,45.0
8136,,,/Restaurant_Review-g186338-d12794670-Reviews-Londen-London_England.html,4.0
8137,,,/Restaurant_Review-g187309-d1343089-Reviews-Haus_des_Lachelns-Munich_Upper_Bavaria_Bavaria.html,8.0
8139,,,/Restaurant_Review-g187147-d5813657-Reviews-Pomme_de_Pain-Paris_Ile_de_France.html,10.0
8141,,,/Restaurant_Review-g274772-d11982214-Reviews-Cafe_Emes-Krakow_Lesser_Poland_Province_Southern_Poland.html,3.0
8142,,"['Vegetarian Friendly', 'Gluten Free Options']",/Restaurant_Review-g187849-d11963236-Reviews-Ristorante_HOME-Milan_Lombardy.html,51.0
8143,$$ - $$$,"['Bar', 'British', 'Pub']",/Restaurant_Review-g186338-d12637627-Reviews-Clipper_Bar-London_England.html,58.0
8144,$,"['Italian', 'Vegetarian Friendly']",/Restaurant_Review-g187791-d8339164-Reviews-Lo_Sfizio-Rome_Lazio.html,32.0
8145,$,"['Italian', 'Pizza']",/Restaurant_Review-g187849-d5860371-Reviews-Due_Forni_SRL-Milan_Lombardy.html,35.0
8146,,,/Restaurant_Review-g188644-d7211463-Reviews-Palasi_Latino-Brussels.html,22.0
8147,$$ - $$$,"['Caribbean', 'African']",/Restaurant_Review-g187147-d8799558-Reviews-New_Sould_Food-Paris_Ile_de_France.html,49.0
8148,,"['Pizza', 'Fast Food']",/Restaurant_Review-g190479-d8592889-Reviews-Pizzapartner-Oslo_Eastern_Norway.html,4.0
8149,$,"['Quick Bites', 'Cafe', 'Vegetarian Friendly']",/Restaurant_Review-g186338-d8807155-Reviews-Snax-London_England.html,19.0
8150,$,"['Chinese', 'Japanese', 'Sushi']",/Restaurant_Review-g187849-d4817578-Reviews-Kito_Sushi-Milan_Lombardy.html,18.0
8151,$,,/Restaurant_Review-g187849-d8338335-Reviews-Choice_Cafe-Milan_Lombardy.html,18.0
8152,,,/Restaurant_Review-g187849-d8341386-Reviews-Bar_Carracciolo-Milan_Lombardy.html,1.0
8153,$$ - $$$,"['Italian', 'Pizza']",/Restaurant_Review-g274856-d12559582-Reviews-Piacere_Pizza-Warsaw_Mazovia_Province_Central_Poland.html,15.0
8154,$,"['Italian', 'Cafe', 'Vegetarian Friendly']",/Restaurant_Review-g187849-d5984008-Reviews-Lunico_Bar-Milan_Lombardy.html,26.0
8155,,,/Restaurant_Review-g187147-d7385163-Reviews-Lekker_Kkoncept_Store-Paris_Ile_de_France.html,6.0
8156,,"['European', 'Danish']",/Restaurant_Review-g189541-d8130827-Reviews-Kongens_Hytte-Copenhagen_Zealand.html,7.0
8157,$$ - $$$,,/Restaurant_Review-g187497-d2662887-Reviews-El_Morter-Barcelona_Catalonia.html,10.0
8158,,,/Restaurant_Review-g274707-d10532317-Reviews-Sokolovna_Radotin-Prague_Bohemia.html,2.0
8160,,,/Restaurant_Review-g186605-d3293775-Reviews-Wallis-Dublin_County_Dublin.html,3.0
8161,$$ - $$$,,/Restaurant_Review-g187497-d7262543-Reviews-Ca_la_Poli-Barcelona_Catalonia.html,29.0
8162,,,/Restaurant_Review-g186338-d11488798-Reviews-The_Lion-London_England.html,8.0
8163,$$$$,,/Restaurant_Review-g188057-d8461493-Reviews-Le_Bar-Geneva.html,22.0
8164,,,/Restaurant_Review-g187514-d4844397-Reviews-Mattiana_Barra_De_Zumos_y_Mas-Madrid.html,1.0
8165,$$ - $$$,"['Irish', 'Bar', 'Pub']",/Restaurant_Review-g186605-d12669299-Reviews-Broyage_Bar_Bistro-Dublin_County_Dublin.html,38.0
8166,$,,/Restaurant_Review-g189852-d6414650-Reviews-Bella_Rosa_Pizzeria-Stockholm.html,15.0
8167,$$ - $$$,"['Italian', 'Vegetarian Friendly']",/Restaurant_Review-g274707-d10485247-Reviews-La_Tana_del_Lupo-Prague_Bohemia.html,16.0
8169,,,/Restaurant_Review-g187323-d12524614-Reviews-Eisderix-Berlin.html,4.0
8171,$$ - $$$,,/Restaurant_Review-g187514-d12994513-Reviews-Restaurante_El_Roble-Madrid.html,26.0
8172,$,,/Restaurant_Review-g186338-d8460515-Reviews-Eat-London_England.html,7.0
8173,,,/Restaurant_Review-g189852-d8368897-Reviews-Capuccio_Cafe-Stockholm.html,1.0
8174,$$ - $$$,,/Restaurant_Review-g187147-d12398973-Reviews-Le_Boulanger_de_La_Tour-Paris_Ile_de_France.html,47.0
8175,,,/Restaurant_Review-g186338-d10108855-Reviews-Eltham_Kebab_Express-London_England.html,9.0
8176,,,/Restaurant_Review-g187791-d3640273-Reviews-QueenEnergy-Rome_Lazio.html,1.0
8177,,"['European', 'Portuguese']",/Restaurant_Review-g189180-d12903363-Reviews-Amazonas_Restaurante_Snack_Bar-Porto_Porto_District_Northern_Portugal.html,1.0
8178,$,"['Brazilian', 'South American']",/Restaurant_Review-g186605-d6995255-Reviews-Bookafe-Dublin_County_Dublin.html,13.0
8179,,,/Restaurant_Review-g274887-d10520039-Reviews-Don_Nino_Restaurant_and_Pizzeria-Budapest_Central_Hungary.html,8.0
8180,,"['European', 'Hungarian']",/Restaurant_Review-g274887-d2216458-Reviews-Koccinto_Sorozo-Budapest_Central_Hungary.html,6.0
8181,$$ - $$$,"['Spanish', 'Diner']",/Restaurant_Review-g187497-d6501976-Reviews-Cafeteria_Queralt-Barcelona_Catalonia.html,32.0
8182,$,,/Restaurant_Review-g189400-d11773079-Reviews-Katsarola-Athens_Attica.html,12.0
8183,$$ - $$$,,/Restaurant_Review-g187147-d10794888-Reviews-Les_Pavillons_des_Etangs-Paris_Ile_de_France.html,13.0
8185,,,/Restaurant_Review-g188644-d12135479-Reviews-Golden_City-Brussels.html,5.0
8186,$,"['Japanese', 'Sushi', 'Asian']",/Restaurant_Review-g187147-d5890432-Reviews-Wanobi-Paris_Ile_de_France.html,17.0
8187,$,,/Restaurant_Review-g188590-d12834077-Reviews-Merza-Amsterdam_North_Holland_Province.html,9.0
8188,$,,/Restaurant_Review-g274707-d7124395-Reviews-Pivonkove_Zatisi-Prague_Bohemia.html,36.0
8190,$,,/Restaurant_Review-g187497-d12446638-Reviews-A_Kaskarla_Mercat_de_la_Boqueria-Barcelona_Catalonia.html,25.0
8191,$,"['French', 'Soups']",/Restaurant_Review-g187147-d6945378-Reviews-CHEZ_SOPHINETTE-Paris_Ile_de_France.html,8.0
8192,$$ - $$$,"['Chinese', 'Japanese', 'Seafood']",/Restaurant_Review-g187849-d11643638-Reviews-Takai_Sushi-Milan_Lombardy.html,49.0
8193,,,/Restaurant_Review-g187323-d12725263-Reviews-Die_Champagnette-Berlin.html,5.0
8194,,,/Restaurant_Review-g187497-d986415-Reviews-Restaurante_Mandala-Barcelona_Catalonia.html,1.0
8195,,,/Restaurant_Review-g188590-d4790003-Reviews-Promenade-Amsterdam_North_Holland_Province.html,26.0
8196,$$ - $$$,,/Restaurant_Review-g187514-d7922131-Reviews-Dolce_Palatino-Madrid.html,22.0
8197,,"['Seafood', 'Mediterranean']",/Restaurant_Review-g187147-d719899-Reviews-Sens-Paris_Ile_de_France.html,4.0
8198,,,/Restaurant_Review-g187147-d7778457-Reviews-L_art_Range-Paris_Ile_de_France.html,1.0
8199,,,/Restaurant_Review-g187147-d8471317-Reviews-La_Pia_Hour-Paris_Ile_de_France.html,2.0
8202,,,/Restaurant_Review-g187147-d4581847-Reviews-Bistrot_Morand-Paris_Ile_de_France.html,6.0
8203,,,/Restaurant_Review-g187147-d5972757-Reviews-Dragone_Wok-Paris_Ile_de_France.html,7.0
8204,,,/Restaurant_Review-g187323-d12510970-Reviews-Cafe_Daddy-Berlin.html,5.0
8205,,,/Restaurant_Review-g186338-d11687342-Reviews-Requinte_Bistro_Bar_Restaurant-London_England.html,12.0
8206,,"['International', 'Soups']",/Restaurant_Review-g274707-d6434212-Reviews-Express_Sandwich-Prague_Bohemia.html,2.0
8207,$$ - $$$,"['Bar', 'Pub']",/Restaurant_Review-g187147-d10895279-Reviews-La_Trincante_Bar_A_Huitres_Brocante-Paris_Ile_de_France.html,16.0
8208,$$ - $$$,"['French', 'European', 'Diner']",/Restaurant_Review-g187147-d10226836-Reviews-L_Envigne-Paris_Ile_de_France.html,45.0
8209,$,"['Bar', 'Pub']",/Restaurant_Review-g187147-d7899481-Reviews-Proibido-Paris_Ile_de_France.html,27.0
8210,,,/Restaurant_Review-g274924-d12674169-Reviews-Elephant_Diner_Lamac-Bratislava_Bratislava_Region.html,19.0
8211,,,/Restaurant_Review-g190454-d11802029-Reviews-Pizza_Mann-Vienna.html,3.0
8212,,,/Restaurant_Review-g189852-d7604639-Reviews-Kiosken-Stockholm.html,1.0
8213,$$ - $$$,"['Mediterranean', 'European', 'Portuguese']",/Restaurant_Review-g189158-d5964720-Reviews-Restaurante_Mercado_de_Alvalade-Lisbon_Lisbon_District_Central_Portugal.html,46.0
8214,,,/Restaurant_Review-g186338-d12477497-Reviews-Alpha_Pizza-London_England.html,5.0
8215,$$ - $$$,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",/Restaurant_Review-g187497-d8710301-Reviews-El_Patio_De_Mi_Casa_Clot-Barcelona_Catalonia.html,28.0
8216,$$ - $$$,"['Swiss', 'European']",/Restaurant_Review-g187497-d781940-Reviews-Mic_Sopars-Barcelona_Catalonia.html,46.0
8217,$,"['Italian', 'Pizza', 'Vegetarian Friendly']",/Restaurant_Review-g187849-d7706840-Reviews-Rubin-Milan_Lombardy.html,26.0
8218,$,"['European', 'Hungarian']",/Restaurant_Review-g274887-d9791620-Reviews-Bercsenyi_Restaurant-Budapest_Central_Hungary.html,12.0
8219,$,,/Restaurant_Review-g274772-d9814928-Reviews-Sardiland_Burgers-Krakow_Lesser_Poland_Province_Southern_Poland.html,17.0
8221,$$ - $$$,"['Austrian', 'Diner', 'Vegetarian Friendly']",/Restaurant_Review-g190454-d12526509-Reviews-Rohrhaus-Vienna.html,18.0
8222,,"['Seafood', 'Sushi', 'Asian']",/Restaurant_Review-g187323-d5988136-Reviews-Thai_Nippon_Sushi_Bar-Berlin.html,8.0
8223,,,/Restaurant_Review-g190356-d11859389-Reviews-Neiduerfer_Stuff-Luxembourg_City.html,8.0
8225,$$ - $$$,"['German', 'Vegetarian Friendly']",/Restaurant_Review-g187309-d964608-Reviews-Wintergarten-Munich_Upper_Bavaria_Bavaria.html,62.0
8226,,,/Restaurant_Review-g186338-d5220270-Reviews-Wing_Lee-London_England.html,4.0
8227,,,/Restaurant_Review-g187147-d1035483-Reviews-La_Loggia-Paris_Ile_de_France.html,2.0
8228,,,/Restaurant_Review-g187309-d8603790-Reviews-Lagom_Lunch-Munich_Upper_Bavaria_Bavaria.html,3.0
8229,,,/Restaurant_Review-g187331-d959096-Reviews-Fellini-Hamburg.html,11.0
8231,,,/Restaurant_Review-g190356-d795523-Reviews-The_Viking-Luxembourg_City.html,2.0
8232,,,/Restaurant_Review-g186338-d6224318-Reviews-La_crepe_des_delices-London_England.html,1.0
8233,$,,/Restaurant_Review-g187514-d5609093-Reviews-Wok_A_La_Vista-Madrid.html,6.0
8234,,,/Restaurant_Review-g186338-d1381550-Reviews-Doon_Bar-London_England.html,5.0
8236,$$ - $$$,,/Restaurant_Review-g189400-d12189025-Reviews-Kitro-Athens_Attica.html,20.0
8237,$$ - $$$,"['Moroccan', 'Mediterranean']",/Restaurant_Review-g187147-d8448567-Reviews-L_atlas-Paris_Ile_de_France.html,6.0
8239,$$ - $$$,"['Japanese', 'Sushi', 'Asian']",/Restaurant_Review-g187147-d11947164-Reviews-Royal_Sushi-Paris_Ile_de_France.html,143.0
8240,,,/Restaurant_Review-g190454-d10373462-Reviews-Adams_Kebap-Vienna.html,5.0
8241,,"['Bar', 'Pub']",/Restaurant_Review-g189541-d9867424-Reviews-Barkowski-Copenhagen_Zealand.html,23.0
8242,$,"['Dessert', 'Italian']",/Restaurant_Review-g187849-d6825621-Reviews-In_Sicilia-Milan_Lombardy.html,23.0
8243,,,/Restaurant_Review-g187147-d12342176-Reviews-Maison_Nicolas_Rancon-Paris_Ile_de_France.html,10.0
8244,,"['Asian', 'Bangladeshi']",/Restaurant_Review-g186338-d8565015-Reviews-Praan-London_England.html,2.0
8245,,,/Restaurant_Review-g186338-d8614707-Reviews-The_Captains_Table-London_England.html,2.0
8246,,,/Restaurant_Review-g187323-d6966876-Reviews-Salumeria_Tricolori-Berlin.html,2.0
8247,,,/Restaurant_Review-g187514-d6132650-Reviews-Foster_s_Hollywood_Castellana-Madrid.html,21.0
8248,$$ - $$$,"['Latin', 'Bar', 'Spanish']",/Restaurant_Review-g190454-d6948154-Reviews-Rumba_Mambo-Vienna.html,14.0
8249,$$$$,,/Restaurant_Review-g187514-d8488271-Reviews-Dry_Martini_by_Javier_de_Las_Muelas-Madrid.html,187.0
8250,$$ - $$$,,/Restaurant_Review-g187147-d12442618-Reviews-La_Passerelle-Paris_Ile_de_France.html,12.0
8252,$,"['Cafe', 'Vegetarian Friendly']",/Restaurant_Review-g187323-d6551084-Reviews-Cafe_IM_NU-Berlin.html,36.0
8253,,,/Restaurant_Review-g274772-d8811791-Reviews-Spacja-Krakow_Lesser_Poland_Province_Southern_Poland.html,3.0
8254,,,/Restaurant_Review-g187265-d5865552-Reviews-Le_Bistrot_Fait_Sa_Broc-Lyon_Rhone_Auvergne_Rhone_Alpes.html,8.0
8255,$,"['Italian', 'Cafe', 'Vegetarian Friendly']",/Restaurant_Review-g187849-d12535707-Reviews-Caffe_Napoli_Pisani-Milan_Lombardy.html,51.0
8256,$,"['Quick Bites', 'Fast Food', 'Fusion']",/Restaurant_Review-g274707-d13324246-Reviews-Forky_s-Prague_Bohemia.html,201.0
8257,$$ - $$$,,/Restaurant_Review-g190356-d6434909-Reviews-La_Pause_du_Gourmet-Luxembourg_City.html,43.0
8258,$$ - $$$,"['Japanese', 'Asian']",/Restaurant_Review-g188590-d2535820-Reviews-Kagetsu_Kastelenstraat-Amsterdam_North_Holland_Province.html,15.0
8259,,,/Restaurant_Review-g186338-d12630846-Reviews-Searcys-London_England.html,2.0
8260,,"['European', 'Vegetarian Friendly']",/Restaurant_Review-g274856-d10238761-Reviews-Restauracja_Kino_Moskwa-Warsaw_Mazovia_Province_Central_Poland.html,3.0
8261,$,"['Pizza', 'Vegetarian Friendly']",/Restaurant_Review-g187791-d7289123-Reviews-Pizza_E_Sfizi-Rome_Lazio.html,26.0
8262,$$ - $$$,"['Steakhouse', 'Seafood', 'Mediterranean']",/Restaurant_Review-g187514-d8091903-Reviews-La_Almazara-Madrid.html,8.0
8263,,,/Restaurant_Review-g189934-d12430105-Reviews-Americana_Pizzeria-Helsinki_Uusimaa.html,5.0
8264,,,/Restaurant_Review-g187849-d10235153-Reviews-Caffe_Bar_Farini-Milan_Lombardy.html,3.0
8265,$$ - $$$,"['French', 'Bar', 'European']",/Restaurant_Review-g187147-d6688214-Reviews-Le_Zinc_Villiers-Paris_Ile_de_France.html,42.0
8266,$$ - $$$,"['French', 'European']",/Restaurant_Review-g187265-d11841575-Reviews-Brasserie_Des_Celestins-Lyon_Rhone_Auvergne_Rhone_Alpes.html,36.0
8267,,,/Restaurant_Review-g189158-d9752090-Reviews-Restaurante_e_Cafetaria_Docinhos_Da_Cleu-Lisbon_Lisbon_District_Central_Portugal.html,1.0
8268,$$ - $$$,,/Restaurant_Review-g187265-d1085863-Reviews-Le_Petit_Carron-Lyon_Rhone_Auvergne_Rhone_Alpes.html,551.0
8269,$,"['Cafe', 'Spanish']",/Restaurant_Review-g187514-d8287507-Reviews-Bar_Restaurante_Penjamo-Madrid.html,9.0
8270,,,/Restaurant_Review-g187323-d13275113-Reviews-Pizzeria_am_Wasserturm-Berlin.html,4.0
8271,$,"['Dessert', 'Bar', 'Cafe']",/Restaurant_Review-g187514-d12269288-Reviews-Tradicionarius-Madrid.html,17.0
8272,,,/Restaurant_Review-g274707-d7793815-Reviews-Simply_Good-Prague_Bohemia.html,7.0
8273,,,/Restaurant_Review-g274924-d11911978-Reviews-Meinl_Cafe-Bratislava_Bratislava_Region.html,5.0
8274,,,/Restaurant_Review-g189852-d2053848-Reviews-Buen_Appetito-Stockholm.html,2.0
8276,,,/Restaurant_Review-g190454-d12350617-Reviews-Delhi_Darbar-Vienna.html,5.0
8277,$$ - $$$,,/Restaurant_Review-g186338-d10628357-Reviews-Giraffe-London_England.html,41.0
8278,,"['European', 'Vegetarian Friendly']",/Restaurant_Review-g187331-d1357640-Reviews-LOEWEN_Gastwirtschaft-Hamburg.html,17.0
8280,$$ - $$$,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",/Restaurant_Review-g187514-d12597784-Reviews-La_Charla_Chamberi-Madrid.html,118.0
8281,$,"['Spanish', 'Vegetarian Friendly']",/Restaurant_Review-g187514-d10129914-Reviews-La_Fantastica_de_Lavapies-Madrid.html,25.0
8282,,,/Restaurant_Review-g187514-d13227872-Reviews-Cerveceria_Mari_Mer-Madrid.html,3.0
8284,,"['Bar', 'Pub']",/Restaurant_Review-g186338-d2169622-Reviews-American_Bar_and_Grill-London_England.html,34.0
8285,$,,/Restaurant_Review-g187849-d7252045-Reviews-Crazy_Patrick_s_Pub-Milan_Lombardy.html,13.0
8286,$$$$,,/Restaurant_Review-g187147-d10455097-Reviews-Cabaret_Michou-Paris_Ile_de_France.html,80.0
8287,$$ - $$$,"['Japanese', 'Asian']",/Restaurant_Review-g187147-d5039196-Reviews-Mussubi-Paris_Ile_de_France.html,20.0
8288,,,/Restaurant_Review-g187514-d5614255-Reviews-Vino_y_Tapas_Pardinas_25-Madrid.html,22.0
8289,,"['Japanese', 'Sushi']",/Restaurant_Review-g187147-d12992748-Reviews-Sushi_Gobelins-Paris_Ile_de_France.html,9.0
8290,,"['Swiss', 'European']",/Restaurant_Review-g188113-d10746833-Reviews-Dozentenfoyer-Zurich.html,1.0
8291,$$$$,"['European', 'Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g188644-d9562548-Reviews-Hortense-Brussels.html,131.0
8293,,,/Restaurant_Review-g187497-d7996867-Reviews-365_Riera_Alta-Barcelona_Catalonia.html,9.0
8294,,,/Restaurant_Review-g187514-d12665982-Reviews-La_Bodega_del_Oso-Madrid.html,8.0
8295,$$ - $$$,,/Restaurant_Review-g189934-d10750991-Reviews-Loisto-Helsinki_Uusimaa.html,17.0
8296,$$ - $$$,"['Asian', 'Thai', 'Korean']",/Restaurant_Review-g187147-d10679054-Reviews-Siemrep-Paris_Ile_de_France.html,30.0
8297,$,"['Japanese', 'Sushi', 'Asian']",/Restaurant_Review-g187514-d10365399-Reviews-Tao_3_6_9-Madrid.html,33.0
8298,,,/Restaurant_Review-g188590-d7215403-Reviews-Zaal100-Amsterdam_North_Holland_Province.html,2.0
8299,,,/Restaurant_Review-g274707-d7276642-Reviews-Moskyt-Prague_Bohemia.html,12.0
8300,$,"['Cafe', 'Fast Food', 'European']",/Restaurant_Review-g187147-d12446979-Reviews-Pret_A_Manger-Paris_Ile_de_France.html,61.0
8301,$$ - $$$,,/Restaurant_Review-g187514-d7229020-Reviews-Boxer_Parrilla-Madrid.html,26.0
8302,,"['Sushi', 'Spanish']",/Restaurant_Review-g187514-d4724059-Reviews-Shi_Sushi_Madrid-Madrid.html,6.0
8303,$$ - $$$,"['Bar', 'British', 'Pub']",/Restaurant_Review-g186338-d5220194-Reviews-Aragon_House-London_England.html,64.0
8304,,,/Restaurant_Review-g274924-d4769873-Reviews-Cinska_restauracia_Panda_D_N_V-Bratislava_Bratislava_Region.html,5.0
8305,,,/Restaurant_Review-g187497-d8054503-Reviews-Everest-Barcelona_Catalonia.html,6.0
8306,,,/Restaurant_Review-g187514-d11903277-Reviews-Cafeteria_Oriente-Madrid.html,7.0
8307,,,/Restaurant_Review-g188644-d740567-Reviews-Al_Peperone-Brussels.html,5.0
8309,,"['Bar', 'Pub']",/Restaurant_Review-g187323-d10270452-Reviews-Kupferkanne-Berlin.html,6.0
8310,$$ - $$$,"['American', 'Fast Food']",/Restaurant_Review-g186338-d12005023-Reviews-Burger_Beyond-London_England.html,60.0
8311,,"['Pub', 'Gastropub']",/Restaurant_Review-g186525-d4698620-Reviews-Lock_25-Edinburgh_Scotland.html,31.0
8312,$$ - $$$,"['Fast Food', 'Vegetarian Friendly']",/Restaurant_Review-g186525-d1317032-Reviews-Shahi_Manzil_Ltd-Edinburgh_Scotland.html,18.0
8313,$,"['European', 'Portuguese']",/Restaurant_Review-g189180-d12609854-Reviews-Pregos_Martelo-Porto_Porto_District_Northern_Portugal.html,52.0
8314,$$ - $$$,"['German', 'Vegetarian Friendly']",/Restaurant_Review-g187323-d5529360-Reviews-Domaines-Berlin.html,37.0
8315,$$ - $$$,"['Italian', 'French', 'Spanish']",/Restaurant_Review-g187265-d13230535-Reviews-Bel_Ami-Lyon_Rhone_Auvergne_Rhone_Alpes.html,78.0
8318,,,/Restaurant_Review-g274887-d3864764-Reviews-Variete_Bisztro_and_Bar-Budapest_Central_Hungary.html,15.0
8319,,,/Restaurant_Review-g186338-d1840790-Reviews-Airstream_cafe-London_England.html,4.0
8320,,,/Restaurant_Review-g189400-d6839288-Reviews-Quick_Pleasure-Athens_Attica.html,9.0
8322,$$ - $$$,"['Pizza', 'European', 'Portuguese']",/Restaurant_Review-g189158-d5982813-Reviews-Espaco_Junqueira-Lisbon_Lisbon_District_Central_Portugal.html,9.0
8324,,,/Restaurant_Review-g187147-d1035544-Reviews-Au_Negociant-Paris_Ile_de_France.html,8.0
8325,$,"['Italian', 'Pizza']",/Restaurant_Review-g187147-d10027589-Reviews-Soyouz-Paris_Ile_de_France.html,15.0
8326,,,/Restaurant_Review-g187497-d6714829-Reviews-Grupotel_Gran_Via_678_Restaurant-Barcelona_Catalonia.html,23.0
8328,,"['Pizza', 'European']",/Restaurant_Review-g187514-d3247838-Reviews-Frescos-Madrid.html,11.0
8329,,,/Restaurant_Review-g274924-d4770182-Reviews-Sukresale-Bratislava_Bratislava_Region.html,1.0
8331,,"['Asian', 'Indonesian']",/Restaurant_Review-g188590-d9761931-Reviews-Warung_Solo-Amsterdam_North_Holland_Province.html,10.0
8332,,,/Restaurant_Review-g187147-d1035201-Reviews-La_Marmitte-Paris_Ile_de_France.html,46.0
8333,$$ - $$$,"['European', 'Vegetarian Friendly']",/Restaurant_Review-g189852-d4215721-Reviews-Hubertus_kok_bar-Stockholm.html,29.0
8334,$$ - $$$,"['Italian', 'Lombard', 'Northern-Italian']",/Restaurant_Review-g187849-d10806890-Reviews-Il_Ristoro_Delle_Rane_Ranokkio-Milan_Lombardy.html,41.0
8335,,,/Restaurant_Review-g187265-d1328177-Reviews-Autogrill-Lyon_Rhone_Auvergne_Rhone_Alpes.html,13.0
8336,,,/Restaurant_Review-g187849-d7776732-Reviews-Pizzeria_IL_Maestro-Milan_Lombardy.html,12.0
8337,,"['French', 'International']",/Restaurant_Review-g187147-d3707346-Reviews-Bonheur_de_pain_Paris_3eme-Paris_Ile_de_France.html,2.0
8338,,,/Restaurant_Review-g187514-d7622298-Reviews-Casadevinos-Madrid.html,12.0
8339,,,/Restaurant_Review-g187147-d12029058-Reviews-Croc_Go-Paris_Ile_de_France.html,1.0
8341,,,/Restaurant_Review-g187265-d12079908-Reviews-L_Aperient-Lyon_Rhone_Auvergne_Rhone_Alpes.html,7.0
8342,$$ - $$$,,/Restaurant_Review-g187497-d1090422-Reviews-Original_pizza-Barcelona_Catalonia.html,9.0
8343,$,"['Austrian', 'Fast Food', 'European']",/Restaurant_Review-g190454-d5986450-Reviews-Der_Gockel-Vienna.html,14.0
8344,$$ - $$$,"['American', 'European', 'Portuguese']",/Restaurant_Review-g189158-d10041117-Reviews-Hamburgueria_Do_Chef-Lisbon_Lisbon_District_Central_Portugal.html,96.0
8345,$$ - $$$,,/Restaurant_Review-g187323-d1037114-Reviews-Restaurant_Karthago-Berlin.html,8.0
8347,,,/Restaurant_Review-g186338-d8672442-Reviews-Papaz_Peri_Peri-London_England.html,4.0
8348,$$ - $$$,"['European', 'Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g189934-d13170250-Reviews-Yes_Yes_Yes-Helsinki_Uusimaa.html,165.0
8349,$,"['Italian', 'American', 'Fast Food']",/Restaurant_Review-g187849-d8841058-Reviews-We_Love_Food-Milan_Lombardy.html,56.0
8350,$,,/Restaurant_Review-g274887-d12858994-Reviews-Eker_Torok_Etterem-Budapest_Central_Hungary.html,17.0
8351,$,"['Chinese', 'Peruvian', 'Latin']",/Restaurant_Review-g187514-d8855203-Reviews-Mercado_de_Los_Mostenses_Bar_Chino-Madrid.html,63.0
8354,,,/Restaurant_Review-g186338-d12946349-Reviews-Express_Kebab_House-London_England.html,1.0
8355,$$ - $$$,"['Austrian', 'European', 'Central European']",/Restaurant_Review-g190454-d5959332-Reviews-Restaurant_Scala_im_Vienna_Sporthotel-Vienna.html,33.0
8356,,,/Restaurant_Review-g187497-d986416-Reviews-Restaurante_Mandongo-Barcelona_Catalonia.html,1.0
8357,,,/Restaurant_Review-g187791-d801050-Reviews-Dicle-Rome_Lazio.html,1.0
8358,,,/Restaurant_Review-g186338-d7992893-Reviews-Conran_Kitchen-London_England.html,11.0
8359,,"['Diner', 'Czech']",/Restaurant_Review-g274707-d4162561-Reviews-Jidelna_Profil-Prague_Bohemia.html,2.0
8361,,"['Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g186338-d11897313-Reviews-Edgar_s-London_England.html,18.0
8363,,"['Bar', 'Pizza', 'Pub']",/Restaurant_Review-g186338-d6916206-Reviews-The_Stags_Head-London_England.html,18.0
8364,,,/Restaurant_Review-g187323-d8659752-Reviews-Biocompany-Berlin.html,3.0
8365,$$ - $$$,,/Restaurant_Review-g187514-d8114315-Reviews-Loureiro_Taberna_Cocina_Gallega-Madrid.html,34.0
8366,,"['European', 'Swedish']",/Restaurant_Review-g189852-d8803531-Reviews-Panini_Kungsholmen-Stockholm.html,4.0
8367,$,"['Mexican', 'Fast Food', 'South American']",/Restaurant_Review-g187331-d12252077-Reviews-Comida_Taqueria_Mexicana-Hamburg.html,27.0
8368,,,/Restaurant_Review-g187514-d9743689-Reviews-Barriga_Bar-Madrid.html,3.0
8369,$$ - $$$,"['Mediterranean', 'European', 'Central European']",/Restaurant_Review-g187331-d1959317-Reviews-Linde-Hamburg.html,38.0
8370,$$ - $$$,"['Italian', 'Bar', 'Cafe']",/Restaurant_Review-g187791-d11807523-Reviews-Bar_Maneschi-Rome_Lazio.html,17.0
8372,$,"['Italian', 'International']",/Restaurant_Review-g187849-d10636161-Reviews-Alkemia_Lounge_Cafe-Milan_Lombardy.html,25.0
8373,$$ - $$$,,/Restaurant_Review-g187265-d8605058-Reviews-Moonshine-Lyon_Rhone_Auvergne_Rhone_Alpes.html,21.0
8374,,,/Restaurant_Review-g187331-d5523470-Reviews-Call_A_Pizza-Hamburg.html,1.0
8375,,,/Restaurant_Review-g1136493-d7599778-Reviews-Thai_Village-Ixelles_Brussels.html,1.0
8376,,,/Restaurant_Review-g187147-d12632861-Reviews-Ya_Hala-Paris_Ile_de_France.html,3.0
8377,$$ - $$$,"['German', 'Fast Food']",/Restaurant_Review-g187323-d7133702-Reviews-Play_Off_Berlin_Marzahn-Berlin.html,16.0
8378,,,/Restaurant_Review-g187309-d8725507-Reviews-Aquitaine_Vinoteque-Munich_Upper_Bavaria_Bavaria.html,7.0
